107-112 F5.2	mag			i_{\rm PSF}			$i$-band PSF magnitude
113-118 F5.2	mag			z_{\rm PSF}			$z$-band PSF magnitude
117-123 F4.2	mag			\sigma_u			1-$\sigma$ uncertainty in $u$-band PSF magnitude
124-128 F4.2	mag			\sigma_g			1-$\sigma$ uncertainty in $g$-band PSF magnitude
129-133 F4.2	mag			\sigma_r			1-$\sigma$ uncertainty in $r$-band PSF magnitude	
134-139 F4.2	mag			\sigma_i			1-$\sigma$ uncertainty in $i$-band PSF magnitude	
140-145 F4.2	mag			\sigma_z			1-$\sigma$ uncertainty in $z$-band PSF magnitude
-------------------------------------------------------------------------------------------------------------------------------------
Note (1): The first four digits of the target code show whether the object was targeted by the Galaxy, Low-z QSO, High-z QSO, or Serendipity FIRST algorithm (in that order). The last digit indicates whether the object belongs to the Special Southern survey.
Note (2): S_{\rm 20 cm} is the peak flux of the nearest match within 2\arcsec {} from the FIRST survey \citep{beck95}; it is listed as 0 if no match was found. RMS flux is listed as -1 if objects in not in the FIRST survey area. 
Note (3): PSF asinh magnitudes are taken from the SDSS TARGET database and corrected for Galactic extinction \citep{schl98}
-------------------------------------------------------------------------------------------------------------------------------------
  42.329235   -0.122934  0.5791  8.30  8.28  708 314 52175 00001    0.00  0.139 22.20 21.60 20.79 19.94 19.67 0.24 0.06 0.04 0.03 0.10 
  42.417442   -8.467953  0.2682  8.92  8.93  457 296 51901 00010    4.47  0.136 23.06 20.68 19.17 19.15 18.61 0.90 0.05 0.02 0.03 0.05 
  42.442055    0.167526  0.4080  8.71  8.75  409 554 51871 00010    1.51  0.135 22.10 21.84 20.50 19.67 19.24 0.32 0.09 0.04 0.03 0.07 
  43.713070    0.885858  0.1860  8.18  8.20  708 540 52175 00001    1.09  0.153 21.17 20.71 19.54 19.02 22.67 0.19 0.10 0.07 0.11 0.68 
  43.991657   -0.998330  0.7007  8.57  8.61  708  43 52175 00001    0.00  0.144 21.82 21.47 20.54 19.82 19.67 0.19 0.07 0.04 0.03 0.10 
  44.006798   -8.320374  0.4634  8.54  8.55  457 106 51901 00010    1.96  0.152 22.00 21.07 19.80 19.28 19.14 0.35 0.05 0.03 0.03 0.07 
  44.451698    0.756800  0.5437  8.05  8.09 1562 552 53052 00001    0.00  0.149 23.31 22.48 21.40 20.44 20.05 0.72 0.15 0.08 0.05 0.10 
  46.107117    0.128006  0.5557  9.26  9.27 1067 559 52616 00001    0.00  0.135 21.93 21.75 21.02 19.86 19.88 0.22 0.06 0.04 0.03 0.09 
  46.165981   -0.867807  0.2508  8.12  8.12  808  89 52556 00001    0.00  0.150 21.38 20.68 19.44 19.12 18.90 0.14 0.04 0.02 0.02 0.05 
  46.182693   -0.253119  0.2640  8.24  8.24 1067 110 52616 00001    0.00  0.134 22.80 21.11 19.83 19.43 19.08 0.40 0.04 0.02 0.03 0.04 
  46.697918   -0.737493  0.3666  8.23  8.23  808  19 52556 00001    0.00  0.148 21.87 21.10 19.74 19.19 18.67 0.23 0.05 0.02 0.02 0.04 
  47.040779    0.873832  0.4652  8.49  8.50  710 407 52203 00001    0.00  0.148 20.97 21.30 20.52 19.98 19.77 0.16 0.07 0.04 0.04 0.10 
  48.617771   -7.421621  0.2075  9.07  9.09  459 511 51924 10000    0.00 -1.000 19.80 18.72 17.82 17.69 17.63 0.05 0.02 0.02 0.02 0.03 
  48.704605   -1.083964  0.5578  9.18  9.22  711 246 52202 00001    0.00  0.149 22.20 21.30 20.40 19.54 19.69 0.34 0.07 0.04 0.03 0.09 
  48.945908   -7.993929  0.2742  8.06  8.11  459 104 51924 10000    0.00 -1.000 20.95 20.22 19.30 18.93 18.42 0.12 0.03 0.02 0.02 0.03 
